"Program","Year","Period","Geo.Level","State","Strawberries","type","items","units","Domain","name","code","Value","CV....","Total"
"CENSUS",2022,"YEAR","STATE","CONNECTICUT","STRAWBERRIES - ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"22.7","119"
"CENSUS",2022,"YEAR","STATE","CONNECTICUT","STRAWBERRIES - ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"18.6","156"
"CENSUS",2022,"YEAR","STATE","CONNECTICUT","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"8.6","37"
"CENSUS",2022,"YEAR","STATE","CONNECTICUT","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"17.2","97"
"CENSUS",2022,"YEAR","STATE","CONNECTICUT","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"15.9","128"
"CENSUS",2022,"YEAR","STATE","CONNECTICUT","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"19.4","44"
"CENSUS",2022,"YEAR","STATE","DELAWARE","STRAWBERRIES - ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"(D)","(D)"
"CENSUS",2022,"YEAR","STATE","DELAWARE","STRAWBERRIES - ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"5.3","27"
"CENSUS",2022,"YEAR","STATE","DELAWARE","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"(D)","(D)"
"CENSUS",2022,"YEAR","STATE","DELAWARE","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"46.0","14"
"CENSUS",2022,"YEAR","STATE","DELAWARE","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"40.2","16"
"CENSUS",2022,"YEAR","STATE","DELAWARE","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"37.9","5"
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,"AREA GROWN"," 0.1 TO 0.9 ACRES",NA,"8","76.1",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,"AREA GROWN"," 1.0 TO 4.9 ACRES",NA,"(D)","(D)",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,"AREA GROWN"," 100 OR MORE ACRES",NA,"(D)","(D)",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,"AREA GROWN"," 15.0 TO 24.9 ACRES",NA,"(D)","(D)",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,"AREA GROWN"," 25.0 TO 49.9 ACRES",NA,"1,414","27.7",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,"AREA GROWN"," 5.0 TO 14.9 ACRES",NA,"131","22.2",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,"AREA GROWN"," 50.0 TO 99.9 ACRES",NA,"1,401","33.5",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"5.9","13,413"
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES GROWN",NA,NA,NA,"AREA GROWN"," 0.1 TO 0.9 ACRES",NA,"8","76.1",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES GROWN",NA,NA,NA,"AREA GROWN"," 1.0 TO 4.9 ACRES",NA,"180","20.1",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES GROWN",NA,NA,NA,"AREA GROWN"," 100 OR MORE ACRES",NA,"9,938","(L)",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES GROWN",NA,NA,NA,"AREA GROWN"," 15.0 TO 24.9 ACRES",NA,"469","59.9",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES GROWN",NA,NA,NA,"AREA GROWN"," 25.0 TO 49.9 ACRES",NA,"1,459","25.0",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES GROWN",NA,NA,NA,"AREA GROWN"," 5.0 TO 14.9 ACRES",NA,"131","22.2",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES GROWN",NA,NA,NA,"AREA GROWN"," 50.0 TO 99.9 ACRES",NA,"1,478","32.4",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"5.5","13,663"
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,"AREA GROWN"," 1.0 TO 4.9 ACRES",NA,"(D)","(D)",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,"AREA GROWN"," 100 OR MORE ACRES",NA,"(D)","(D)",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,"AREA GROWN"," 15.0 TO 24.9 ACRES",NA,"(D)","(D)",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,"AREA GROWN"," 25.0 TO 49.9 ACRES",NA,"45","(H)",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,"AREA GROWN"," 50.0 TO 99.9 ACRES",NA,"76","13.4",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"23.3","249"
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,"AREA GROWN"," 0.1 TO 0.9 ACRES",NA,"54","33.2",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,"AREA GROWN"," 1.0 TO 4.9 ACRES",NA,"82","21.1",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,"AREA GROWN"," 100 OR MORE ACRES",NA,"38","(L)",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,"AREA GROWN"," 15.0 TO 24.9 ACRES",NA,"22","59.0",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,"AREA GROWN"," 25.0 TO 49.9 ACRES",NA,"43","22.5",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,"AREA GROWN"," 5.0 TO 14.9 ACRES",NA,"19","18.7",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,"AREA GROWN"," 50.0 TO 99.9 ACRES",NA,"22","41.1",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"12.6","280"
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN"," 0.1 TO 0.9 ACRES",NA,"54","33.2",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN"," 1.0 TO 4.9 ACRES",NA,"82","21.1",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN"," 100 OR MORE ACRES",NA,"38","(L)",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN"," 15.0 TO 24.9 ACRES",NA,"22","59.0",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN"," 25.0 TO 49.9 ACRES",NA,"43","22.5",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN"," 5.0 TO 14.9 ACRES",NA,"19","18.7",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN"," 50.0 TO 99.9 ACRES",NA,"22","41.1",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"12.6","280"
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,"AREA GROWN"," 1.0 TO 4.9 ACRES",NA,"2","82.2",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,"AREA GROWN"," 100 OR MORE ACRES",NA,"4","(L)",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,"AREA GROWN"," 15.0 TO 24.9 ACRES",NA,"3","(H)",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,"AREA GROWN"," 25.0 TO 49.9 ACRES",NA,"3","(H)",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,"AREA GROWN"," 50.0 TO 99.9 ACRES",NA,"5","68.4",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"31.6","17"
"CENSUS",2022,"YEAR","STATE","GEORGIA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"13.0","249"
"CENSUS",2022,"YEAR","STATE","GEORGIA","STRAWBERRIES - ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"12.7","269"
"CENSUS",2022,"YEAR","STATE","GEORGIA","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"31.0","21"
"CENSUS",2022,"YEAR","STATE","GEORGIA","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"16.0","121"
"CENSUS",2022,"YEAR","STATE","GEORGIA","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"18.6","150"
"CENSUS",2022,"YEAR","STATE","GEORGIA","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"31.0","41"
"CENSUS",2022,"YEAR","STATE","HAWAII","STRAWBERRIES - ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"(D)","(D)"
"CENSUS",2022,"YEAR","STATE","HAWAII","STRAWBERRIES - ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"2.9","10"
"CENSUS",2022,"YEAR","STATE","HAWAII","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"(D)","(D)"
"CENSUS",2022,"YEAR","STATE","HAWAII","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"29.0","8"
"CENSUS",2022,"YEAR","STATE","HAWAII","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"27.3","11"
"CENSUS",2022,"YEAR","STATE","HAWAII","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"33.5","4"
"CENSUS",2022,"YEAR","STATE","IDAHO","STRAWBERRIES - ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"22.8","30"
"CENSUS",2022,"YEAR","STATE","IDAHO","STRAWBERRIES - ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"22.5","32"
"CENSUS",2022,"YEAR","STATE","IDAHO","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"29.2","1"
"CENSUS",2022,"YEAR","STATE","IDAHO","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"15.4","72"
"CENSUS",2022,"YEAR","STATE","IDAHO","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"14.4","78"
"CENSUS",2022,"YEAR","STATE","IDAHO","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"34.2","10"
"CENSUS",2022,"YEAR","STATE","ILLINOIS","STRAWBERRIES - ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"13.7","175"
"CENSUS",2022,"YEAR","STATE","ILLINOIS","STRAWBERRIES - ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"11.7","208"
"CENSUS",2022,"YEAR","STATE","ILLINOIS","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"5.4","33"
"CENSUS",2022,"YEAR","STATE","ILLINOIS","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"14.1","154"
"CENSUS",2022,"YEAR","STATE","ILLINOIS","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"12.7","184"
"CENSUS",2022,"YEAR","STATE","ILLINOIS","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"15.4","52"
"CENSUS",2022,"YEAR","STATE","INDIANA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"7.1","220"
"CENSUS",2022,"YEAR","STATE","INDIANA","STRAWBERRIES - ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"7.3","262"
"CENSUS",2022,"YEAR","STATE","INDIANA","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"10.2","41"
"CENSUS",2022,"YEAR","STATE","INDIANA","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"12.1","223"
"CENSUS",2022,"YEAR","STATE","INDIANA","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"10.7","248"
"CENSUS",2022,"YEAR","STATE","INDIANA","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"17.7","47"
"CENSUS",2022,"YEAR","STATE","IOWA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"16.8","144"
"CENSUS",2022,"YEAR","STATE","IOWA","STRAWBERRIES - ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"18.2","169"
"CENSUS",2022,"YEAR","STATE","IOWA","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"33.8","25"
"CENSUS",2022,"YEAR","STATE","IOWA","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"19.5","126"
"CENSUS",2022,"YEAR","STATE","IOWA","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"18.8","145"
"CENSUS",2022,"YEAR","STATE","IOWA","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"24.0","36"
"CENSUS",2022,"YEAR","STATE","KANSAS","STRAWBERRIES - ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"24.0","27"
"CENSUS",2022,"YEAR","STATE","KANSAS","STRAWBERRIES - ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"21.8","32"
"CENSUS",2022,"YEAR","STATE","KANSAS","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"39.3","5"
"CENSUS",2022,"YEAR","STATE","KANSAS","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"26.9","42"
"CENSUS",2022,"YEAR","STATE","KANSAS","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"22.7","49"
"CENSUS",2022,"YEAR","STATE","KANSAS","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"21.1","9"
"CENSUS",2022,"YEAR","STATE","KENTUCKY","STRAWBERRIES - ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"28.1","128"
"CENSUS",2022,"YEAR","STATE","KENTUCKY","STRAWBERRIES - ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"28.0","152"
"CENSUS",2022,"YEAR","STATE","KENTUCKY","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"32.9","25"
"CENSUS",2022,"YEAR","STATE","KENTUCKY","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"42.3","218"
"CENSUS",2022,"YEAR","STATE","KENTUCKY","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"45.4","262"
"CENSUS",2022,"YEAR","STATE","KENTUCKY","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"42.7","85"
"CENSUS",2022,"YEAR","STATE","LOUISIANA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"34.2","182"
"CENSUS",2022,"YEAR","STATE","LOUISIANA","STRAWBERRIES - ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"34.2","182"
"CENSUS",2022,"YEAR","STATE","LOUISIANA","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"63.2","(Z)"
"CENSUS",2022,"YEAR","STATE","LOUISIANA","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"33.9","39"
"CENSUS",2022,"YEAR","STATE","LOUISIANA","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"33.9","39"
"CENSUS",2022,"YEAR","STATE","LOUISIANA","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"63.2","3"
"CENSUS",2022,"YEAR","STATE","MAINE","STRAWBERRIES - ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"35.3","293"
"CENSUS",2022,"YEAR","STATE","MAINE","STRAWBERRIES - ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"31.3","371"
"CENSUS",2022,"YEAR","STATE","MAINE","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"18.9","78"
"CENSUS",2022,"YEAR","STATE","MAINE","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"11.7","154"
"CENSUS",2022,"YEAR","STATE","MAINE","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"12.5","193"
"CENSUS",2022,"YEAR","STATE","MAINE","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"14.2","94"
"CENSUS",2022,"YEAR","STATE","MARYLAND","STRAWBERRIES - ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"4.8","135"
"CENSUS",2022,"YEAR","STATE","MARYLAND","STRAWBERRIES - ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"4.1","150"
"CENSUS",2022,"YEAR","STATE","MARYLAND","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"27.3","15"
"CENSUS",2022,"YEAR","STATE","MARYLAND","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"11.4","129"
"CENSUS",2022,"YEAR","STATE","MARYLAND","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"11.3","142"
"CENSUS",2022,"YEAR","STATE","MARYLAND","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"19.6","26"
"CENSUS",2022,"YEAR","STATE","MASSACHUSETTS","STRAWBERRIES - ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"11.3","258"
"CENSUS",2022,"YEAR","STATE","MASSACHUSETTS","STRAWBERRIES - ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"13.5","303"
"CENSUS",2022,"YEAR","STATE","MASSACHUSETTS","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"29.6","45"
"CENSUS",2022,"YEAR","STATE","MASSACHUSETTS","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"12.6","233"
"CENSUS",2022,"YEAR","STATE","MASSACHUSETTS","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"9.6","249"
"CENSUS",2022,"YEAR","STATE","MASSACHUSETTS","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"20.0","70"
"CENSUS",2022,"YEAR","STATE","MICHIGAN","STRAWBERRIES - ACRES BEARING",NA,NA,NA,"AREA GROWN"," 0.1 TO 0.9 ACRES",NA,"(D)","(D)",NA
"CENSUS",2022,"YEAR","STATE","MICHIGAN","STRAWBERRIES - ACRES BEARING",NA,NA,NA,"AREA GROWN"," 1.0 TO 4.9 ACRES",NA,"164","10.4",NA
"CENSUS",2022,"YEAR","STATE","MICHIGAN","STRAWBERRIES - ACRES BEARING",NA,NA,NA,"AREA GROWN"," 15.0 TO 24.9 ACRES",NA,"(D)","(D)",NA
"CENSUS",2022,"YEAR","STATE","MICHIGAN","STRAWBERRIES - ACRES BEARING",NA,NA,NA,"AREA GROWN"," 25.0 TO 49.9 ACRES",NA,"88","67.2",NA
"CENSUS",2022,"YEAR","STATE","MICHIGAN","STRAWBERRIES - ACRES BEARING",NA,NA,NA,"AREA GROWN"," 5.0 TO 14.9 ACRES",NA,"324","12.5",NA
"CENSUS",2022,"YEAR","STATE","MICHIGAN","STRAWBERRIES - ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"28.0","714"
"CENSUS",2022,"YEAR","STATE","MICHIGAN","STRAWBERRIES - ACRES GROWN",NA,NA,NA,"AREA GROWN"," 0.1 TO 0.9 ACRES",NA,"59","10.1",NA
"CENSUS",2022,"YEAR","STATE","MICHIGAN","STRAWBERRIES - ACRES GROWN",NA,NA,NA,"AREA GROWN"," 1.0 TO 4.9 ACRES",NA,"195","8.7",NA
"CENSUS",2022,"YEAR","STATE","MICHIGAN","STRAWBERRIES - ACRES GROWN",NA,NA,NA,"AREA GROWN"," 15.0 TO 24.9 ACRES",NA,"92","(H)",NA
"CENSUS",2022,"YEAR","STATE","MICHIGAN","STRAWBERRIES - ACRES GROWN",NA,NA,NA,"AREA GROWN"," 25.0 TO 49.9 ACRES",NA,"115","61.9",NA
"CENSUS",2022,"YEAR","STATE","MICHIGAN","STRAWBERRIES - ACRES GROWN",NA,NA,NA,"AREA GROWN"," 5.0 TO 14.9 ACRES",NA,"415","11.6",NA
"CENSUS",2022,"YEAR","STATE","MICHIGAN","STRAWBERRIES - ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"25.3","875"
"CENSUS",2022,"YEAR","STATE","MICHIGAN","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,"AREA GROWN"," 0.1 TO 0.9 ACRES",NA,"(D)","(D)",NA
